UF;Cod _Infração;Quantidade
MATO GROSSO DO SUL;7234;75
MATO GROSSO DO SUL;7242;13
MATO GROSSO DO SUL;7269;8
MATO GROSSO DO SUL;7285;51
MATO GROSSO DO SUL;7293;96
MATO GROSSO DO SUL;7315;16
MATO GROSSO DO SUL;7323;17
MATO GROSSO DO SUL;7340;313
MATO GROSSO DO SUL;7358;23
MATO GROSSO DO SUL;7366;252
MATO GROSSO DO SUL;7374;1
MATO GROSSO DO SUL;7455;23342
MATO GROSSO DO SUL;7463;5049
MATO GROSSO DO SUL;7471;780
MATO GROSSO DO SUL;7560;15
MATO GROSSO DO SUL;7579;123
MATO GROSSO DO SUL;7587;221
MATO GROSSO DO SUL;7625;293
MATO GROSSO DO SUL;7633;2343
MATO GROSSO DO SUL;7684;165
MATO GROSSO DO SUL;7714;42
MATO GROSSO DO SUL;7722;378
MATO GROSSO DO SUL;7730;89
MATO GROSSO DO SUL;7749;18
MATO GROSSO DO SUL;7765;1
MATO GROSSO DO SUL;7781;5
MINAS GERAIS;5002;35907
MINAS GERAIS;5010;9943
MINAS GERAIS;5029;283
MINAS GERAIS;5037;721
MINAS GERAIS;5045;1929
MINAS GERAIS;5053;166
MINAS GERAIS;5061;228
MINAS GERAIS;5070;14
MINAS GERAIS;5088;6
MINAS GERAIS;5096;24
MINAS GERAIS;5100;2
MINAS GERAIS;5118;1266
MINAS GERAIS;5126;25
MINAS GERAIS;5134;82
MINAS GERAIS;5142;196
MINAS GERAIS;5150;19
MINAS GERAIS;5169;2116
MINAS GERAIS;5177;76
MINAS GERAIS;5185;15761
MINAS GERAIS;5193;1044
MINAS GERAIS;5207;914
MINAS GERAIS;5215;352
MINAS GERAIS;5223;2
MINAS GERAIS;5231;57
MINAS GERAIS;5240;2
MINAS GERAIS;5258;53
MINAS GERAIS;5266;22
MINAS GERAIS;5274;605
MINAS GERAIS;5282;44
MINAS GERAIS;5290;7
MINAS GERAIS;5304;17
MINAS GERAIS;5320;18
MINAS GERAIS;5339;1
MINAS GERAIS;5347;22
MINAS GERAIS;5363;2
MINAS GERAIS;5371;26
MINAS GERAIS;5380;837
MINAS GERAIS;5398;55
MINAS GERAIS;5401;180
MINAS GERAIS;5410;404
MINAS GERAIS;5428;138
MINAS GERAIS;5436;8
MINAS GERAIS;5444;218
MINAS GERAIS;5452;6987
MINAS GERAIS;5460;883
MINAS GERAIS;5479;201
MINAS GERAIS;5487;1428
MINAS GERAIS;5495;48
MINAS GERAIS;5509;1758
MINAS GERAIS;5517;41
MINAS GERAIS;5525;1267
MINAS GERAIS;5541;49942
MINAS GERAIS;5550;11813
MINAS GERAIS;5568;7681
MINAS GERAIS;5576;57
MINAS GERAIS;5584;64
MINAS GERAIS;5592;793
MINAS GERAIS;5606;46
MINAS GERAIS;5614;260
MINAS GERAIS;5622;491
MINAS GERAIS;5630;152
MINAS GERAIS;5649;1
MINAS GERAIS;5657;77
MINAS GERAIS;5665;861
MINAS GERAIS;5673;2795
MINAS GERAIS;5681;793
MINAS GERAIS;5690;569
MINAS GERAIS;5703;2290
MINAS GERAIS;5711;485
MINAS GERAIS;5720;490
MINAS GERAIS;5738;2155
MINAS GERAIS;5746;23749
MINAS GERAIS;5762;9
MINAS GERAIS;5770;37
MINAS GERAIS;5789;1
MINAS GERAIS;5797;126
MINAS GERAIS;5800;224
MINAS GERAIS;5819;1766
MINAS GERAIS;5827;101
MINAS GERAIS;5835;858
MINAS GERAIS;5843;1111
MINAS GERAIS;5851;268
MINAS GERAIS;5860;31
MINAS GERAIS;5878;179
MINAS GERAIS;5886;1
MINAS GERAIS;5894;1
MINAS GERAIS;5908;101
MINAS GERAIS;5916;9
MINAS GERAIS;5924;39
MINAS GERAIS;5932;21
MINAS GERAIS;5940;34
MINAS GERAIS;5959;39
MINAS GERAIS;5967;2334
MINAS GERAIS;5975;90
MINAS GERAIS;5983;1
MINAS GERAIS;5991;474
MINAS GERAIS;6009;26
MINAS GERAIS;6017;275
MINAS GERAIS;6025;61
MINAS GERAIS;6033;21
MINAS GERAIS;6041;5334
MINAS GERAIS;6050;39559
MINAS GERAIS;6068;3029
MINAS GERAIS;6076;68
MINAS GERAIS;6084;73
MINAS GERAIS;6106;2
MINAS GERAIS;6114;1
MINAS GERAIS;6122;504
MINAS GERAIS;6130;36
MINAS GERAIS;6149;8
MINAS GERAIS;6157;9
MINAS GERAIS;6165;11
MINAS GERAIS;6173;30
MINAS GERAIS;6181;29
MINAS GERAIS;6190;3
MINAS GERAIS;6203;1
MINAS GERAIS;6262;5
MINAS GERAIS;6270;244
MINAS GERAIS;6289;3
MINAS GERAIS;6297;8
MINAS GERAIS;6300;1
MINAS GERAIS;6319;6
MINAS GERAIS;6327;1
MINAS GERAIS;6351;2
MINAS GERAIS;6360;1
MINAS GERAIS;6378;3
MINAS GERAIS;6386;1
MINAS GERAIS;6394;46
MINAS GERAIS;6408;254
MINAS GERAIS;6416;4
MINAS GERAIS;6424;1
MINAS GERAIS;6432;48
MINAS GERAIS;6440;9
MINAS GERAIS;6459;7
MINAS GERAIS;6483;30
MINAS GERAIS;6491;57
MINAS GERAIS;6505;3
MINAS GERAIS;6513;2
MINAS GERAIS;6521;2
MINAS GERAIS;6530;1712
MINAS GERAIS;6548;66
MINAS GERAIS;6556;181
MINAS GERAIS;6564;130
MINAS GERAIS;6572;10
MINAS GERAIS;6580;291
MINAS GERAIS;6599;11873
MINAS GERAIS;6602;1629
MINAS GERAIS;6610;463
MINAS GERAIS;6629;2
MINAS GERAIS;6637;2750
MINAS GERAIS;6645;745
MINAS GERAIS;6653;1106
MINAS GERAIS;6661;117
MINAS GERAIS;6670;858
MINAS GERAIS;6688;41
MINAS GERAIS;6696;20
MINAS GERAIS;6700;723
MINAS GERAIS;6726;2748
MINAS GERAIS;6742;2
MINAS GERAIS;6750;93
MINAS GERAIS;6769;2017
MINAS GERAIS;6777;6
MINAS GERAIS;6785;20
MINAS GERAIS;6793;1
MINAS GERAIS;6807;44
MINAS GERAIS;6815;3
MINAS GERAIS;6823;239
MINAS GERAIS;6831;3867
MINAS GERAIS;6840;75
MINAS GERAIS;6858;276
MINAS GERAIS;6866;198
MINAS GERAIS;6874;2
MINAS GERAIS;6882;37
MINAS GERAIS;6890;15
MINAS GERAIS;6904;65
MINAS GERAIS;6912;128
MINAS GERAIS;6920;21472
MINAS GERAIS;6939;4
MINAS GERAIS;6947;90
MINAS GERAIS;6955;2
MINAS GERAIS;6963;17
MINAS GERAIS;6971;19
MINAS GERAIS;6980;438
MINAS GERAIS;7030;483
MINAS GERAIS;7048;213
MINAS GERAIS;7056;390
MINAS GERAIS;7072;46
MINAS GERAIS;7080;3
MINAS GERAIS;7099;56
MINAS GERAIS;7102;25
MINAS GERAIS;7145;1
MINAS GERAIS;7153;3
MINAS GERAIS;7170;1
MINAS GERAIS;7196;2
MINAS GERAIS;7218;41
MINAS GERAIS;7226;1
MINAS GERAIS;7234;514
MINAS GERAIS;7242;100
MINAS GERAIS;7250;2
MINAS GERAIS;7269;35
MINAS GERAIS;7285;115
MINAS GERAIS;7293;147
MINAS GERAIS;7307;6
MINAS GERAIS;7315;86
MINAS GERAIS;7323;58
MINAS GERAIS;7331;3
MINAS GERAIS;7340;3020
MINAS GERAIS;7358;108
MINAS GERAIS;7366;2039
MINAS GERAIS;7374;45
MINAS GERAIS;7455;292525
MINAS GERAIS;7463;46538
MINAS GERAIS;7471;5691
MINAS GERAIS;7552;28
MINAS GERAIS;7560;45
MINAS GERAIS;7579;2272
MINAS GERAIS;7587;50152
MINAS GERAIS;7595;1
MINAS GERAIS;7617;11
MINAS GERAIS;7625;4436
MINAS GERAIS;7633;18556
MINAS GERAIS;7641;6
MINAS GERAIS;7650;1
MINAS GERAIS;7670;30
MINAS GERAIS;7684;1537
MINAS GERAIS;7714;175
MINAS GERAIS;7722;1402
MINAS GERAIS;7730;2283
MINAS GERAIS;7749;55
MINAS GERAIS;7765;5
MINAS GERAIS;7781;12
PARA;5002;4368
PARA;5010;2218
PARA;5029;7
PARA;5037;37
PARA;5045;359
PARA;5053;79
PARA;5061;45
PARA;5088;1
PARA;5096;3
PARA;5118;466
PARA;5126;4
PARA;5134;2
PARA;5142;29
PARA;5150;2
PARA;5169;379
PARA;5177;1
PARA;5185;2407
PARA;5193;326
PARA;5207;47
PARA;5215;110
PARA;5231;3
PARA;5240;46
PARA;5258;3
PARA;5266;5
PARA;5274;109
PARA;5282;2
PARA;5304;1
PARA;5355;1
PARA;5363;2
PARA;5371;5
PARA;5380;233
PARA;5398;3
PARA;5401;59
PARA;5410;107
PARA;5428;73
PARA;5436;1
PARA;5444;21
PARA;5452;1299
PARA;5460;61
PARA;5479;23
PARA;5487;726
PARA;5495;7
PARA;5509;284
PARA;5517;1
PARA;5525;201
PARA;5533;1
PARA;5541;809
PARA;5550;1049
PARA;5568;300
PARA;5576;5
PARA;5584;2
PARA;5592;30
PARA;5606;3
PARA;5614;25
PARA;5622;28
PARA;5630;3
PARA;5657;8
PARA;5665;18
PARA;5673;2431
PARA;5681;199
PARA;5690;6
PARA;5703;73
PARA;5711;5
PARA;5720;75
PARA;5738;1138
PARA;5746;363
PARA;5762;2
PARA;5770;9
PARA;5797;55
PARA;5800;7
PARA;5819;1609
PARA;5827;5
PARA;5835;803
PARA;5843;203
PARA;5851;3
PARA;5860;20
PARA;5878;9
PARA;5908;55
PARA;5916;3
PARA;5924;4
PARA;5932;2
PARA;5940;23
PARA;5959;28
PARA;5967;1169
PARA;5975;12
PARA;5991;74
PARA;6017;316
PARA;6025;4
PARA;6033;10
PARA;6041;1113
PARA;6050;12018
PARA;6068;213
PARA;6076;53
PARA;6084;5
PARA;6122;153
PARA;6130;13
PARA;6149;1
PARA;6157;1
PARA;6165;3
PARA;6173;13
PARA;6181;12
PARA;6270;18
PARA;6408;23
PARA;6432;2
PARA;6440;3
PARA;6459;1
PARA;6483;4
PARA;6491;8
PARA;6505;1
PARA;6530;39
PARA;6548;2
PARA;6556;43
PARA;6564;146
PARA;6572;1
PARA;6580;271
PARA;6599;6375
PARA;6602;113
PARA;6610;29
PARA;6637;392
PARA;6645;170
PARA;6653;99
PARA;6661;50
PARA;6670;188
PARA;6688;40
PARA;6696;3
PARA;6700;39
PARA;6726;341
PARA;6742;1
PARA;6750;50
PARA;6769;206
PARA;6777;1
PARA;6785;14
PARA;6807;5
PARA;6823;42
PARA;6831;1023
PARA;6840;9
PARA;6858;435
PARA;6866;146
PARA;6882;1
PARA;6890;1
PARA;6904;2
PARA;6912;52
PARA;6920;36
PARA;6939;1
PARA;6947;44
PARA;6955;4
PARA;6963;5
PARA;6971;25
PARA;6980;96
PARA;7030;11021
PARA;7048;5314
PARA;7056;9
PARA;7064;3
PARA;7072;123
PARA;7099;11
PARA;7102;4
PARA;7110;2
PARA;7137;1
PARA;7218;40
PARA;7234;31
PARA;7242;54
PARA;7269;6
PARA;7285;32
PARA;7293;30
PARA;7315;14
PARA;7323;6
PARA;7340;948
PARA;7358;5
PARA;7366;223
PARA;7374;23
PARA;7455;83407
PARA;7463;20038
PARA;7471;3998
PARA;7552;3
PARA;7560;11
PARA;7579;205
PARA;7587;303
PARA;7617;8
PARA;7625;296
PARA;7633;668
PARA;7641;5
PARA;7670;6
PARA;7684;121
PARA;7714;18
PARA;7722;194
PARA;7730;23
PARA;7749;4
PARA;7757;3
PARA;7765;2
PARA;7773;1
PARAIBA;5002;1786
PARAIBA;5010;781
PARAIBA;5029;4
PARAIBA;5037;13
PARAIBA;5045;129
PARAIBA;5053;17
PARAIBA;5061;36
PARAIBA;5070;2
PARAIBA;5096;3
PARAIBA;5100;1
PARAIBA;5118;151
PARAIBA;5126;2
PARAIBA;5134;1
PARAIBA;5142;8
PARAIBA;5150;2
PARAIBA;5169;58
PARAIBA;5185;1301
PARAIBA;5193;82
PARAIBA;5207;97
PARAIBA;5215;19
PARAIBA;5231;3
PARAIBA;5266;4
PARAIBA;5274;57
PARAIBA;5282;2
PARAIBA;5290;1
PARAIBA;5320;1
PARAIBA;5371;1
PARAIBA;5380;96
PARAIBA;5398;13
PARAIBA;5401;47
PARAIBA;5410;24
PARAIBA;5428;22
PARAIBA;5444;5
PARAIBA;5452;1067
PARAIBA;5460;52
PARAIBA;5479;88
PARAIBA;5487;441
PARAIBA;5495;6
PARAIBA;5509;96
PARAIBA;5525;70
PARAIBA;5541;1271
PARAIBA;5550;1217
PARAIBA;5568;181
PARAIBA;5576;3
PARAIBA;5584;1
PARAIBA;5592;20
PARAIBA;5606;1
PARAIBA;5614;21
PARAIBA;5622;54
PARAIBA;5630;1
PARAIBA;5657;1
PARAIBA;5665;10
PARAIBA;5673;565
PARAIBA;5681;50
PARAIBA;5690;8
PARAIBA;5703;11
PARAIBA;5711;11
PARAIBA;5720;61
PARAIBA;5738;527
PARAIBA;5746;409
PARAIBA;5770;2
PARAIBA;5789;1
PARAIBA;5797;8
PARAIBA;5800;18
PARAIBA;5819;250
PARAIBA;5827;5
PARAIBA;5835;128
PARAIBA;5843;13
PARAIBA;5851;5
PARAIBA;5860;1
PARAIBA;5878;3
PARAIBA;5908;3
PARAIBA;5940;1
PARAIBA;5959;2
PARAIBA;5967;51
PARAIBA;5975;2
PARAIBA;5991;335
PARAIBA;6009;1
PARAIBA;6017;132
PARAIBA;6025;1
PARAIBA;6041;195
PARAIBA;6050;2262
PARAIBA;6068;102
PARAIBA;6076;10
PARAIBA;6084;1
PARAIBA;6122;79
PARAIBA;6130;2
PARAIBA;6149;1
PARAIBA;6157;1
PARAIBA;6173;3
PARAIBA;6181;4
PARAIBA;6270;13
PARAIBA;6289;1
PARAIBA;6297;1
PARAIBA;6386;1
PARAIBA;6408;9
PARAIBA;6459;1
PARAIBA;6491;5
PARAIBA;6530;6
PARAIBA;6556;18
PARAIBA;6564;54
PARAIBA;6580;27
PARAIBA;6599;1751
PARAIBA;6602;48
PARAIBA;6610;16
PARAIBA;6629;1
PARAIBA;6637;741
PARAIBA;6645;42
PARAIBA;6653;50
PARAIBA;6661;7
PARAIBA;6670;61
PARAIBA;6688;2
PARAIBA;6700;28
PARAIBA;6726;66
PARAIBA;6750;1
PARAIBA;6769;68
PARAIBA;6785;3
PARAIBA;6807;2
PARAIBA;6823;12
PARAIBA;6831;133
PARAIBA;6840;3
PARAIBA;6858;121
PARAIBA;6866;13
PARAIBA;6882;4
PARAIBA;6890;1
PARAIBA;6904;5
PARAIBA;6912;21
PARAIBA;6920;41
PARAIBA;6947;7
PARAIBA;6963;3
PARAIBA;6971;5
PARAIBA;6980;4
PARAIBA;7021;1
PARAIBA;7030;2411
PARAIBA;7048;1187
PARAIBA;7056;19
PARAIBA;7072;27
PARAIBA;7099;3
PARAIBA;7102;1
PARAIBA;7110;1
PARAIBA;7137;1
PARAIBA;7218;4
PARAIBA;7234;10
PARAIBA;7242;4
PARAIBA;7269;8
PARAIBA;7285;12
PARAIBA;7293;3
PARAIBA;7315;5
PARAIBA;7323;6
PARAIBA;7340;1065
PARAIBA;7358;7
PARAIBA;7366;264
PARAIBA;7374;4
PARAIBA;7455;37174
PARAIBA;7463;6607
PARAIBA;7471;889
PARAIBA;7560;6
PARAIBA;7579;180
PARAIBA;7587;342
PARAIBA;7617;1
PARAIBA;7625;280
PARAIBA;7633;788
PARAIBA;7670;1
PARAIBA;7684;38
PARAIBA;7714;9
PARAIBA;7722;24
PARAIBA;7730;13
PARAIBA;7749;2
PARAIBA;7781;1
PARANA;5002;45218
PARANA;5010;2524
PARANA;5029;487
PARANA;5037;171
PARANA;5045;596
PARANA;5053;56
PARANA;5061;57
PARANA;5070;21
PARANA;5088;11
PARANA;5096;29
PARANA;5100;1
PARANA;5118;1661
PARANA;5126;148
PARANA;5134;62
PARANA;5142;205
PARANA;5150;10
PARANA;5169;428
PARANA;5177;20
PARANA;5185;13281
PARANA;5193;1254
PARANA;5207;280
PARANA;5215;96
PARANA;5223;6
PARANA;5231;75
PARANA;5240;3
PARANA;5266;11
PARANA;5274;293
PARANA;5282;16
PARANA;5290;4
PARANA;5304;4
PARANA;5312;1
PARANA;5320;16
PARANA;5347;15
PARANA;5363;1
PARANA;5371;9
PARANA;5380;374
PARANA;5398;39
PARANA;5401;40
PARANA;5410;171
PARANA;5428;112
PARANA;5436;8
PARANA;5444;69
PARANA;5452;4976
PARANA;5460;897
PARANA;5479;87
PARANA;5487;559
PARANA;5495;50
PARANA;5509;343
PARANA;5517;6
PARANA;5525;670
PARANA;5541;32875
PARANA;5550;5053
PARANA;5568;2180
PARANA;5576;28
PARANA;5584;19
PARANA;5592;204
PARANA;5606;21
PARANA;5614;141
PARANA;5622;322
PARANA;5630;325
PARANA;5649;1
PARANA;5657;33
PARANA;5665;180
PARANA;5673;2315
PARANA;5681;203
PARANA;5690;19
PARANA;5703;23356
PARANA;5711;575
PARANA;5720;319
PARANA;5738;972
PARANA;5746;5019
PARANA;5762;2
PARANA;5770;25
PARANA;5789;1
PARANA;5797;42
PARANA;5800;126
PARANA;5819;616
PARANA;5827;31
PARANA;5835;453
PARANA;5843;475
PARANA;5851;298
PARANA;5860;14
PARANA;5878;85
PARANA;5894;1
PARANA;5908;17
PARANA;5916;13
PARANA;5924;10
PARANA;5932;8
PARANA;5940;15
PARANA;5959;34
PARANA;5967;1456
PARANA;5975;94
PARANA;5991;320
PARANA;6009;2
PARANA;6017;69
PARANA;6025;31
PARANA;6033;13
PARANA;6041;7382
PARANA;6050;35237
PARANA;6068;2315
PARANA;6076;29
PARANA;6084;133
PARANA;6106;1
PARANA;6122;429
PARANA;6130;36
PARANA;6149;3
PARANA;6157;5
PARANA;6165;5
PARANA;6173;34
PARANA;6181;89
PARANA;6190;4
PARANA;6262;2
PARANA;6270;247
PARANA;6297;12
PARANA;6300;1
PARANA;6319;2
PARANA;6327;1
PARANA;6335;1
PARANA;6351;1
PARANA;6386;1
PARANA;6394;23
PARANA;6408;137
PARANA;6432;18
PARANA;6440;18
PARANA;6459;1
PARANA;6483;20
PARANA;6491;29
PARANA;6505;1
PARANA;6530;931
PARANA;6548;28
PARANA;6556;50
PARANA;6564;76
PARANA;6572;3
PARANA;6580;221
PARANA;6599;3144
PARANA;6602;911
PARANA;6610;453
PARANA;6629;13
PARANA;6637;1362
PARANA;6645;546
PARANA;6653;1520
PARANA;6661;104
PARANA;6670;774
PARANA;6688;24
PARANA;6696;10
PARANA;6700;336
PARANA;6718;1
PARANA;6726;945
PARANA;6742;4
PARANA;6750;51
PARANA;6769;2433
PARANA;6777;2
PARANA;6785;40
PARANA;6793;1
PARANA;6807;99
PARANA;6823;270
PARANA;6831;2003
PARANA;6840;132
PARANA;6858;87
PARANA;6866;28
PARANA;6882;9
PARANA;6890;9
PARANA;6904;31
PARANA;6912;35
PARANA;6920;1802
PARANA;6939;2
PARANA;6947;67
PARANA;6955;4
PARANA;6963;30
PARANA;6971;19
PARANA;6980;122
PARANA;7005;2
PARANA;7030;251
PARANA;7048;129
PARANA;7056;338
PARANA;7072;39
PARANA;7080;1
PARANA;7099;27
PARANA;7102;11
PARANA;7188;1
PARANA;7218;7
PARANA;7234;655
PARANA;7242;234
PARANA;7250;2
PARANA;7269;28
PARANA;7285;923
PARANA;7293;34
PARANA;7307;7
PARANA;7315;53
PARANA;7323;125
PARANA;7340;521
PARANA;7358;70
PARANA;7366;646
PARANA;7374;17
PARANA;7455;220878
PARANA;7463;35222
PARANA;7471;4096
PARANA;7552;3
PARANA;7560;55
PARANA;7579;372
PARANA;7587;4296
PARANA;7617;4
PARANA;7625;1905
PARANA;7633;10098
PARANA;7670;33
PARANA;7684;1032
PARANA;7714;14
PARANA;7722;4669
PARANA;7730;671
PARANA;7749;72
PARANA;7773;1
PARANA;7781;26
PERNAMBUCO;5002;5005
PERNAMBUCO;5010;1364
PERNAMBUCO;5029;30
PERNAMBUCO;5037;38
PERNAMBUCO;5045;351
PERNAMBUCO;5053;84
PERNAMBUCO;5061;33
PERNAMBUCO;5070;3
PERNAMBUCO;5088;2
PERNAMBUCO;5096;6
PERNAMBUCO;5118;377
PERNAMBUCO;5126;4
PERNAMBUCO;5134;6
PERNAMBUCO;5142;30
PERNAMBUCO;5150;4
PERNAMBUCO;5169;85
PERNAMBUCO;5177;2
PERNAMBUCO;5185;2378
PERNAMBUCO;5193;225
PERNAMBUCO;5207;193
PERNAMBUCO;5215;65
PERNAMBUCO;5223;6
PERNAMBUCO;5231;9
PERNAMBUCO;5240;4
PERNAMBUCO;5258;1
PERNAMBUCO;5274;174
PERNAMBUCO;5282;1
PERNAMBUCO;5290;1
PERNAMBUCO;5320;2
PERNAMBUCO;5355;1
PERNAMBUCO;5371;5
PERNAMBUCO;5380;308
PERNAMBUCO;5398;6
PERNAMBUCO;5401;45
PERNAMBUCO;5410;123
PERNAMBUCO;5428;239
PERNAMBUCO;5444;91
PERNAMBUCO;5452;2050
PERNAMBUCO;5460;166
PERNAMBUCO;5479;289
PERNAMBUCO;5487;667
PERNAMBUCO;5495;10
PERNAMBUCO;5509;220
PERNAMBUCO;5517;3
PERNAMBUCO;5525;312
PERNAMBUCO;5541;11437
PERNAMBUCO;5550;4124
PERNAMBUCO;5568;1096
PERNAMBUCO;5576;8
PERNAMBUCO;5584;14
PERNAMBUCO;5592;67
PERNAMBUCO;5606;7
PERNAMBUCO;5614;22
PERNAMBUCO;5622;228
PERNAMBUCO;5630;186
PERNAMBUCO;5657;5
PERNAMBUCO;5665;104
PERNAMBUCO;5673;865
PERNAMBUCO;5681;97
PERNAMBUCO;5690;5
PERNAMBUCO;5703;133
PERNAMBUCO;5711;34
PERNAMBUCO;5720;423
PERNAMBUCO;5738;1020
PERNAMBUCO;5746;2740
PERNAMBUCO;5770;26
PERNAMBUCO;5797;35
PERNAMBUCO;5800;15
PERNAMBUCO;5819;552
PERNAMBUCO;5827;7
PERNAMBUCO;5835;335
PERNAMBUCO;5843;118
PERNAMBUCO;5851;111
PERNAMBUCO;5860;5
PERNAMBUCO;5878;11
PERNAMBUCO;5908;34
PERNAMBUCO;5924;8
PERNAMBUCO;5932;1
PERNAMBUCO;5940;3
PERNAMBUCO;5959;33
PERNAMBUCO;5967;171
PERNAMBUCO;5975;16
PERNAMBUCO;5983;6
PERNAMBUCO;5991;637
PERNAMBUCO;6009;14
PERNAMBUCO;6017;193
PERNAMBUCO;6025;83
PERNAMBUCO;6033;18
PERNAMBUCO;6041;2237
PERNAMBUCO;6050;6993
PERNAMBUCO;6068;235
PERNAMBUCO;6076;37
PERNAMBUCO;6084;6
PERNAMBUCO;6122;55
PERNAMBUCO;6130;6
PERNAMBUCO;6149;3
PERNAMBUCO;6157;1
PERNAMBUCO;6165;3
PERNAMBUCO;6173;12
PERNAMBUCO;6181;27
PERNAMBUCO;6190;25
PERNAMBUCO;6262;1
PERNAMBUCO;6270;33
PERNAMBUCO;6386;1
PERNAMBUCO;6394;2
PERNAMBUCO;6408;146
PERNAMBUCO;6432;2
PERNAMBUCO;6440;4
PERNAMBUCO;6459;3
PERNAMBUCO;6483;13
PERNAMBUCO;6491;19
PERNAMBUCO;6521;3
PERNAMBUCO;6530;24
PERNAMBUCO;6556;49
PERNAMBUCO;6564;50
PERNAMBUCO;6580;65
PERNAMBUCO;6599;1814
PERNAMBUCO;6602;228
PERNAMBUCO;6610;229
PERNAMBUCO;6629;11
PERNAMBUCO;6637;563
PERNAMBUCO;6645;159
PERNAMBUCO;6653;213
PERNAMBUCO;6661;67
PERNAMBUCO;6670;285
PERNAMBUCO;6688;20
PERNAMBUCO;6696;1
PERNAMBUCO;6700;57
PERNAMBUCO;6726;418
PERNAMBUCO;6750;11
PERNAMBUCO;6769;324
PERNAMBUCO;6777;2
PERNAMBUCO;6785;10
PERNAMBUCO;6807;15
PERNAMBUCO;6823;25
PERNAMBUCO;6831;562
PERNAMBUCO;6840;8
PERNAMBUCO;6858;187
PERNAMBUCO;6866;15
PERNAMBUCO;6882;8
PERNAMBUCO;6890;3
PERNAMBUCO;6904;19
PERNAMBUCO;6912;122
PERNAMBUCO;6920;4141
PERNAMBUCO;6947;23
PERNAMBUCO;6955;3
PERNAMBUCO;6963;7
PERNAMBUCO;6971;10
PERNAMBUCO;6980;13
PERNAMBUCO;7030;955
PERNAMBUCO;7048;834
PERNAMBUCO;7056;47
PERNAMBUCO;7072;49
PERNAMBUCO;7080;1
PERNAMBUCO;7099;7
PERNAMBUCO;7102;12
PERNAMBUCO;7110;1
PERNAMBUCO;7137;2
PERNAMBUCO;7218;27
PERNAMBUCO;7234;83
PERNAMBUCO;7242;11
PERNAMBUCO;7269;20
PERNAMBUCO;7285;55
PERNAMBUCO;7293;30
PERNAMBUCO;7315;31
PERNAMBUCO;7323;27
PERNAMBUCO;7331;1
PERNAMBUCO;7340;3268
PERNAMBUCO;7358;29
PERNAMBUCO;7366;438
PERNAMBUCO;7374;10
PERNAMBUCO;7455;42046
PERNAMBUCO;7463;8225
PERNAMBUCO;7471;1461
PERNAMBUCO;7552;50
PERNAMBUCO;7560;23
PERNAMBUCO;7579;395
PERNAMBUCO;7587;2155
PERNAMBUCO;7617;3
PERNAMBUCO;7625;589
PERNAMBUCO;7633;3131
PERNAMBUCO;7641;1
PERNAMBUCO;7670;39
PERNAMBUCO;7684;1461
PERNAMBUCO;7714;91
PERNAMBUCO;7722;61
PERNAMBUCO;7730;23
PERNAMBUCO;7749;21
PERNAMBUCO;7757;9
PERNAMBUCO;7765;1
PERNAMBUCO;7781;4
PIAUI;5002;1165
PIAUI;5010;1228
PIAUI;5029;1
PIAUI;5037;16
PIAUI;5045;134
PIAUI;5053;8
PIAUI;5061;6
PIAUI;5096;1
PIAUI;5100;2
PIAUI;5118;28
PIAUI;5134;3
PIAUI;5142;4
PIAUI;5150;1
PIAUI;5169;45
PIAUI;5185;1439
PIAUI;5193;68
PIAUI;5207;31
PIAUI;5215;13
PIAUI;5231;2
PIAUI;5258;2
PIAUI;5266;2
PIAUI;5274;22
PIAUI;5282;3
PIAUI;5290;1
PIAUI;5304;1
PIAUI;5320;2
PIAUI;5371;4
PIAUI;5380;48
PIAUI;5398;7
PIAUI;5401;8
PIAUI;5410;43
PIAUI;5428;8
PIAUI;5444;4
PIAUI;5452;351
PIAUI;5460;18
PIAUI;5479;51
PIAUI;5487;268
PIAUI;5495;8
PIAUI;5509;68
PIAUI;5517;1
PIAUI;5525;62
PIAUI;5541;352
PIAUI;5550;1014
PIAUI;5568;305
PIAUI;5584;1
PIAUI;5592;16
PIAUI;5614;5
PIAUI;5622;353
PIAUI;5630;10
PIAUI;5657;1
PIAUI;5665;4
PIAUI;5673;100
PIAUI;5681;29
PIAUI;5703;8
PIAUI;5711;9
PIAUI;5720;62
PIAUI;5738;328
PIAUI;5746;125
PIAUI;5762;87
PIAUI;5770;3
PIAUI;5789;1
PIAUI;5800;9
PIAUI;5819;122
PIAUI;5827;2
PIAUI;5835;75
PIAUI;5843;24
PIAUI;5851;1
PIAUI;5908;10
PIAUI;5924;2
PIAUI;5959;3
PIAUI;5967;74
PIAUI;5975;5
PIAUI;5991;46
PIAUI;6017;117
PIAUI;6025;2
PIAUI;6041;143
PIAUI;6050;1006
PIAUI;6068;52
PIAUI;6076;13
PIAUI;6084;17
PIAUI;6122;15
PIAUI;6130;2
PIAUI;6262;1
PIAUI;6270;8
PIAUI;6408;8
PIAUI;6491;1
PIAUI;6530;5
PIAUI;6556;17
PIAUI;6564;19
PIAUI;6580;117
PIAUI;6599;1243
PIAUI;6602;109
PIAUI;6610;10
PIAUI;6637;148
PIAUI;6645;39
PIAUI;6653;27
PIAUI;6661;7
PIAUI;6670;56
PIAUI;6688;4
PIAUI;6696;2
PIAUI;6700;26
PIAUI;6726;44
PIAUI;6750;2
PIAUI;6769;26
PIAUI;6785;2
PIAUI;6807;2
