UF;Codigo_Infracao;Quantidade
RIO GRANDE DO SUL;6025;2
RORAIMA;6025;1
SANTA CATARINA;6025;3
SAO PAULO;6025;28
SERGIPE;6025;3
ACRE;6033;1
ALAGOAS;6033;4
AMAZONAS;6033;13
AMAPA;6033;89
BAHIA;6033;45
CEARA;6033;4
DISTRITO FEDERAL;6033;4
ESPIRITO SANTO;6033;1
GOIAS;6033;5
MATO GROSSO DO SUL;6033;1
MINAS GERAIS;6033;24
PARA;6033;6
PARAIBA;6033;4
PARANA;6033;16
PERNAMBUCO;6033;23
PIAUI;6033;1
RIO DE JANEIRO;6033;5
RIO GRANDE DO NORTE;6033;4
RIO GRANDE DO SUL;6033;16
SANTA CATARINA;6033;2
SAO PAULO;6033;14
SERGIPE;6033;1
ACRE;6041;12
ALAGOAS;6041;143
AMAZONAS;6041;510
AMAPA;6041;5
BAHIA;6041;96
CEARA;6041;391
DISTRITO FEDERAL;6041;74
ESPIRITO SANTO;6041;29
GOIAS;6041;86
MARANHAO;6041;36
MATO GROSSO;6041;66
MATO GROSSO DO SUL;6041;2199
MINAS GERAIS;6041;1147
PARA;6041;22
PARAIBA;6041;49
PARANA;6041;206
PERNAMBUCO;6041;104
PIAUI;6041;296
RIO DE JANEIRO;6041;74
RIO GRANDE DO NORTE;6041;560
RIO GRANDE DO SUL;6041;196
RONDONIA;6041;27
RORAIMA;6041;8
SANTA CATARINA;6041;97
SAO PAULO;6041;3221
SERGIPE;6041;21
TOCANTINS;6041;6
ACRE;6050;110
ALAGOAS;6050;156
AMAZONAS;6050;841
AMAPA;6050;12
BAHIA;6050;229
CEARA;6050;1247
DISTRITO FEDERAL;6050;385
ESPIRITO SANTO;6050;193
GOIAS;6050;330
MARANHAO;6050;59
MATO GROSSO;6050;662
MATO GROSSO DO SUL;6050;2252
MINAS GERAIS;6050;17827
PARA;6050;593
PARAIBA;6050;733
PARANA;6050;4208
PERNAMBUCO;6050;363
PIAUI;6050;142
RIO DE JANEIRO;6050;208
RIO GRANDE DO NORTE;6050;288
RIO GRANDE DO SUL;6050;545
RONDONIA;6050;331
RORAIMA;6050;180
SANTA CATARINA;6050;228
SAO PAULO;6050;20780
SERGIPE;6050;31
TOCANTINS;6050;25
ACRE;6068;4
ALAGOAS;6068;29
AMAZONAS;6068;36
AMAPA;6068;4
BAHIA;6068;744
CEARA;6068;51
DISTRITO FEDERAL;6068;178
ESPIRITO SANTO;6068;97
GOIAS;6068;345
MARANHAO;6068;11
MATO GROSSO;6068;36
MATO GROSSO DO SUL;6068;53
MINAS GERAIS;6068;893
PARA;6068;10
PARAIBA;6068;17
PARANA;6068;1110
PERNAMBUCO;6068;80
PIAUI;6068;3
RIO DE JANEIRO;6068;1227
RIO GRANDE DO NORTE;6068;32
RIO GRANDE DO SUL;6068;107
RONDONIA;6068;17
RORAIMA;6068;8
SANTA CATARINA;6068;157
SAO PAULO;6068;913
SERGIPE;6068;85
TOCANTINS;6068;3
ACRE;6076;16
ALAGOAS;6076;7
AMAZONAS;6076;46
AMAPA;6076;1
BAHIA;6076;23
CEARA;6076;30
DISTRITO FEDERAL;6076;12
ESPIRITO SANTO;6076;3
GOIAS;6076;10
MARANHAO;6076;9
MATO GROSSO;6076;2
MATO GROSSO DO SUL;6076;5
MINAS GERAIS;6076;61
PARA;6076;17
PARAIBA;6076;3
PARANA;6076;12
PERNAMBUCO;6076;13
PIAUI;6076;4
RIO DE JANEIRO;6076;15
RIO GRANDE DO NORTE;6076;5
RIO GRANDE DO SUL;6076;12
RONDONIA;6076;4
RORAIMA;6076;3
SANTA CATARINA;6076;13
SAO PAULO;6076;40
SERGIPE;6076;6
ACRE;6084;2
ALAGOAS;6084;11
BAHIA;6084;22
CEARA;6084;9
DISTRITO FEDERAL;6084;6
ESPIRITO SANTO;6084;52
GOIAS;6084;17
MARANHAO;6084;1
MATO GROSSO;6084;17
MATO GROSSO DO SUL;6084;3
MINAS GERAIS;6084;106
PARA;6084;3
PARAIBA;6084;2
PARANA;6084;44
PERNAMBUCO;6084;7
PIAUI;6084;4
RIO DE JANEIRO;6084;229
RIO GRANDE DO NORTE;6084;2
RIO GRANDE DO SUL;6084;20
RONDONIA;6084;2
SANTA CATARINA;6084;31
SAO PAULO;6084;49
SERGIPE;6084;3
ACRE;6122;4
ALAGOAS;6122;10
AMAZONAS;6122;14
AMAPA;6122;1
BAHIA;6122;3
CEARA;6122;26
DISTRITO FEDERAL;6122;62
ESPIRITO SANTO;6122;5
GOIAS;6122;4
MARANHAO;6122;5
MATO GROSSO;6122;4
MATO GROSSO DO SUL;6122;5
MINAS GERAIS;6122;205
PARA;6122;1
PARAIBA;6122;27
PARANA;6122;65
PERNAMBUCO;6122;11
PIAUI;6122;6
RIO DE JANEIRO;6122;19
RIO GRANDE DO NORTE;6122;23
RIO GRANDE DO SUL;6122;92
RONDONIA;6122;13
RORAIMA;6122;20
SANTA CATARINA;6122;2
SAO PAULO;6122;533
SERGIPE;6122;3
TOCANTINS;6122;5
ALAGOAS;6130;1
AMAZONAS;6130;2
CEARA;6130;5
DISTRITO FEDERAL;6130;4
MATO GROSSO DO SUL;6130;2
MINAS GERAIS;6130;10
PARAIBA;6130;1
PARANA;6130;7
PIAUI;6130;1
RIO DE JANEIRO;6130;3
RIO GRANDE DO NORTE;6130;2
RIO GRANDE DO SUL;6130;4
RORAIMA;6130;7
SANTA CATARINA;6130;1
SAO PAULO;6130;19
SERGIPE;6130;1
TOCANTINS;6130;1
ALAGOAS;6149;1
AMAZONAS;6149;1
MINAS GERAIS;6149;1
PARAIBA;6149;3
SAO PAULO;6149;3
ALAGOAS;6157;3
RIO GRANDE DO SUL;6157;1
RORAIMA;6157;3
SAO PAULO;6157;8
MINAS GERAIS;6165;2
PARAIBA;6165;1
RIO GRANDE DO SUL;6165;2
RORAIMA;6165;1
SAO PAULO;6165;8
AMAZONAS;6173;1
BAHIA;6173;3
CEARA;6173;6
DISTRITO FEDERAL;6173;6
ESPIRITO SANTO;6173;1
GOIAS;6173;7
MARANHAO;6173;3
MINAS GERAIS;6173;46
PARA;6173;1
PARAIBA;6173;2
PARANA;6173;12
PERNAMBUCO;6173;8
PIAUI;6173;1
RIO DE JANEIRO;6173;3
RIO GRANDE DO NORTE;6173;5
RIO GRANDE DO SUL;6173;6
RONDONIA;6173;5
RORAIMA;6173;2
SANTA CATARINA;6173;5
SAO PAULO;6173;11
SERGIPE;6173;2
TOCANTINS;6173;1
ALAGOAS;6181;1
AMAZONAS;6181;2
AMAPA;6181;1
BAHIA;6181;4
CEARA;6181;8
DISTRITO FEDERAL;6181;2
ESPIRITO SANTO;6181;3
GOIAS;6181;8
MATO GROSSO;6181;1
MINAS GERAIS;6181;24
PARA;6181;2
PARAIBA;6181;2
PARANA;6181;16
PERNAMBUCO;6181;1
RIO DE JANEIRO;6181;5
RIO GRANDE DO NORTE;6181;6
RIO GRANDE DO SUL;6181;10
RONDONIA;6181;1
SANTA CATARINA;6181;5
SAO PAULO;6181;24
ALAGOAS;6190;4
AMAZONAS;6190;2
AMAPA;6190;1
BAHIA;6190;3
CEARA;6190;2
DISTRITO FEDERAL;6190;3
ESPIRITO SANTO;6190;1
GOIAS;6190;12
MARANHAO;6190;1
MATO GROSSO;6190;2
MATO GROSSO DO SUL;6190;2
MINAS GERAIS;6190;4
PARA;6190;2
PARAIBA;6190;1
PARANA;6190;9
PERNAMBUCO;6190;3
RIO DE JANEIRO;6190;7
RIO GRANDE DO NORTE;6190;1
RIO GRANDE DO SUL;6190;4
RONDONIA;6190;1
SANTA CATARINA;6190;5
SAO PAULO;6190;24
SERGIPE;6190;2
BAHIA;6203;1
MINAS GERAIS;6203;1
SAO PAULO;6203;2
ACRE;6262;1
ESPIRITO SANTO;6262;1
MATO GROSSO DO SUL;6262;1
MINAS GERAIS;6262;4
PARANA;6262;2
PERNAMBUCO;6262;1
PIAUI;6262;1
RIO GRANDE DO NORTE;6262;1
RIO GRANDE DO SUL;6262;1
SAO PAULO;6262;4
SERGIPE;6262;1
ALAGOAS;6270;20
AMAZONAS;6270;2
AMAPA;6270;2
BAHIA;6270;34
CEARA;6270;33
DISTRITO FEDERAL;6270;115
ESPIRITO SANTO;6270;20
GOIAS;6270;65
MARANHAO;6270;5
MATO GROSSO;6270;9
MATO GROSSO DO SUL;6270;19
MINAS GERAIS;6270;272
PARA;6270;12
PARAIBA;6270;7
PARANA;6270;157
PERNAMBUCO;6270;31
PIAUI;6270;4
RIO DE JANEIRO;6270;159
RIO GRANDE DO NORTE;6270;8
RIO GRANDE DO SUL;6270;51
RONDONIA;6270;5
RORAIMA;6270;2
SANTA CATARINA;6270;71
SAO PAULO;6270;139
SERGIPE;6270;2
TOCANTINS;6270;3
CEARA;6289;3
ESPIRITO SANTO;6289;1
GOIAS;6289;1
MATO GROSSO DO SUL;6289;1
MINAS GERAIS;6289;4
PARANA;6289;2
RIO DE JANEIRO;6289;1
RIO GRANDE DO NORTE;6289;2
RIO GRANDE DO SUL;6289;1
SAO PAULO;6289;5
MINAS GERAIS;6297;11
PARA;6297;1
PARANA;6297;1
RIO GRANDE DO NORTE;6297;1
SAO PAULO;6297;5
CEARA;6300;1
GOIAS;6300;2
MINAS GERAIS;6300;1
PARA;6300;1
PARANA;6300;1
SANTA CATARINA;6300;1
SAO PAULO;6300;1
BAHIA;6319;1
CEARA;6319;12
GOIAS;6319;1
MINAS GERAIS;6319;9
PARANA;6319;5
RIO DE JANEIRO;6319;2
RIO GRANDE DO SUL;6319;2
SANTA CATARINA;6319;7
SAO PAULO;6319;3
AMAZONAS;6327;1
CEARA;6327;1
DISTRITO FEDERAL;6327;1
PARA;6327;1
PARAIBA;6327;1
RIO GRANDE DO SUL;6327;1
SAO PAULO;6327;24
GOIAS;6335;2
MINAS GERAIS;6335;5
PARANA;6335;9
RIO GRANDE DO SUL;6335;4
SANTA CATARINA;6335;5
SAO PAULO;6335;2
MINAS GERAIS;6343;1
RIO GRANDE DO SUL;6343;2
PERNAMBUCO;6351;1
PIAUI;6351;1
RIO GRANDE DO NORTE;6351;1
SAO PAULO;6351;1
MINAS GERAIS;6360;1
DISTRITO FEDERAL;6378;2
GOIAS;6378;1
MINAS GERAIS;6378;8
PARANA;6378;12
RIO GRANDE DO NORTE;6378;1
SANTA CATARINA;6378;1
SAO PAULO;6378;9
AMAZONAS;6386;1
BAHIA;6386;1
MINAS GERAIS;6386;1
SANTA CATARINA;6386;1
SAO PAULO;6386;1
AMAZONAS;6394;1
CEARA;6394;2
GOIAS;6394;1
MATO GROSSO;6394;2
MATO GROSSO DO SUL;6394;3
MINAS GERAIS;6394;28
PARA;6394;1
RIO DE JANEIRO;6394;1
RIO GRANDE DO NORTE;6394;3
RIO GRANDE DO SUL;6394;11
SANTA CATARINA;6394;2
SAO PAULO;6394;21
ACRE;6408;10
ALAGOAS;6408;37
AMAZONAS;6408;95
AMAPA;6408;4
BAHIA;6408;174
CEARA;6408;279
DISTRITO FEDERAL;6408;29
ESPIRITO SANTO;6408;44
GOIAS;6408;91
MARANHAO;6408;29
MATO GROSSO;6408;55
MATO GROSSO DO SUL;6408;61
MINAS GERAIS;6408;580
PARA;6408;58
PARAIBA;6408;70
PARANA;6408;266
PERNAMBUCO;6408;99
PIAUI;6408;36
RIO DE JANEIRO;6408;78
RIO GRANDE DO NORTE;6408;62
RIO GRANDE DO SUL;6408;91
RONDONIA;6408;57
RORAIMA;6408;22
SANTA CATARINA;6408;109
SAO PAULO;6408;153
SERGIPE;6408;32
TOCANTINS;6408;16
MINAS GERAIS;6416;5
MINAS GERAIS;6424;1
ACRE;6432;1
AMAZONAS;6432;3
BAHIA;6432;9
CEARA;6432;7
DISTRITO FEDERAL;6432;4
ESPIRITO SANTO;6432;3
GOIAS;6432;3
MARANHAO;6432;1
MATO GROSSO DO SUL;6432;2
MINAS GERAIS;6432;33
PARA;6432;2
PARAIBA;6432;3
PARANA;6432;12
PERNAMBUCO;6432;1
PIAUI;6432;1
RIO DE JANEIRO;6432;8
RIO GRANDE DO NORTE;6432;3
RIO GRANDE DO SUL;6432;62
RONDONIA;6432;3
RORAIMA;6432;1
SANTA CATARINA;6432;15
SAO PAULO;6432;14
TOCANTINS;6432;1
ACRE;6440;1
ALAGOAS;6440;2
BAHIA;6440;5
CEARA;6440;1
ESPIRITO SANTO;6440;2
MATO GROSSO DO SUL;6440;1
MINAS GERAIS;6440;6
PARAIBA;6440;1
PARANA;6440;4
RIO GRANDE DO NORTE;6440;1
RORAIMA;6440;1
SAO PAULO;6440;5
ALAGOAS;6459;2
AMAZONAS;6459;4
BAHIA;6459;4
CEARA;6459;2
DISTRITO FEDERAL;6459;7
GOIAS;6459;6
MATO GROSSO;6459;5
MATO GROSSO DO SUL;6459;1
MINAS GERAIS;6459;16
PARA;6459;3
PARAIBA;6459;1
PARANA;6459;18
PERNAMBUCO;6459;2
RIO DE JANEIRO;6459;1
RIO GRANDE DO SUL;6459;6
RONDONIA;6459;6
RORAIMA;6459;2
SANTA CATARINA;6459;14
SAO PAULO;6459;13
TOCANTINS;6459;1
AMAZONAS;6467;1
BAHIA;6467;1
GOIAS;6467;1
SANTA CATARINA;6467;1
GOIAS;6475;1
ALAGOAS;6483;1
AMAZONAS;6483;3
BAHIA;6483;2
CEARA;6483;3
MATO GROSSO;6483;2
MINAS GERAIS;6483;18
PARAIBA;6483;2
PARANA;6483;2
RIO DE JANEIRO;6483;1
RIO GRANDE DO SUL;6483;3
SAO PAULO;6483;20
AMAZONAS;6491;12
BAHIA;6491;1
CEARA;6491;3
DISTRITO FEDERAL;6491;1
ESPIRITO SANTO;6491;1
MARANHAO;6491;1
MATO GROSSO;6491;1
MATO GROSSO DO SUL;6491;1
MINAS GERAIS;6491;36
PARA;6491;1
PARAIBA;6491;2
PARANA;6491;71
PERNAMBUCO;6491;3
RIO DE JANEIRO;6491;6
RIO GRANDE DO NORTE;6491;2
RIO GRANDE DO SUL;6491;6
SANTA CATARINA;6491;5
SAO PAULO;6491;295
MINAS GERAIS;6505;2
RIO GRANDE DO SUL;6505;1
SAO PAULO;6505;2
SAO PAULO;6513;1
ACRE;6521;1
MINAS GERAIS;6521;1
PARANA;6521;1
SANTA CATARINA;6521;1
ACRE;6530;10
AMAZONAS;6530;7
BAHIA;6530;85
CEARA;6530;7
DISTRITO FEDERAL;6530;52
ESPIRITO SANTO;6530;9
GOIAS;6530;20
MARANHAO;6530;2
MATO GROSSO;6530;6
MATO GROSSO DO SUL;6530;65
MINAS GERAIS;6530;2456
PARA;6530;1
PARAIBA;6530;4
PARANA;6530;62
PERNAMBUCO;6530;5
RIO DE JANEIRO;6530;30
RIO GRANDE DO NORTE;6530;3
RIO GRANDE DO SUL;6530;36
RONDONIA;6530;2
RORAIMA;6530;1
SANTA CATARINA;6530;5
SAO PAULO;6530;1605
SERGIPE;6530;11
TOCANTINS;6530;1
ACRE;6548;1
AMAZONAS;6548;2
BAHIA;6548;56
CEARA;6548;2
GOIAS;6548;3
MATO GROSSO;6548;1
MATO GROSSO DO SUL;6548;2
MINAS GERAIS;6548;102
PARANA;6548;6
PERNAMBUCO;6548;1
PIAUI;6548;1
RIO DE JANEIRO;6548;1
RIO GRANDE DO SUL;6548;2
SANTA CATARINA;6548;1
SAO PAULO;6548;7
SERGIPE;6548;1
ACRE;6556;7
ALAGOAS;6556;43
AMAZONAS;6556;66
AMAPA;6556;1
BAHIA;6556;104
CEARA;6556;46
DISTRITO FEDERAL;6556;21
ESPIRITO SANTO;6556;45
GOIAS;6556;43
MARANHAO;6556;11
MATO GROSSO;6556;16
MATO GROSSO DO SUL;6556;12
MINAS GERAIS;6556;1078
PARA;6556;18
PARAIBA;6556;15
PARANA;6556;56
PERNAMBUCO;6556;39
PIAUI;6556;7
RIO DE JANEIRO;6556;52
RIO GRANDE DO NORTE;6556;11
RIO GRANDE DO SUL;6556;16
RONDONIA;6556;13
RORAIMA;6556;25
SANTA CATARINA;6556;16
SAO PAULO;6556;69
SERGIPE;6556;24
TOCANTINS;6556;4
ACRE;6564;15
ALAGOAS;6564;54
AMAZONAS;6564;42
AMAPA;6564;6
BAHIA;6564;104
CEARA;6564;97
DISTRITO FEDERAL;6564;4
ESPIRITO SANTO;6564;14
GOIAS;6564;9
MARANHAO;6564;47
MATO GROSSO;6564;17
MATO GROSSO DO SUL;6564;12
MINAS GERAIS;6564;161
PARA;6564;23
PARAIBA;6564;33
PARANA;6564;20
PERNAMBUCO;6564;56
PIAUI;6564;53
RIO DE JANEIRO;6564;29
RIO GRANDE DO NORTE;6564;29
RIO GRANDE DO SUL;6564;15
RONDONIA;6564;16
RORAIMA;6564;6
SANTA CATARINA;6564;13
SAO PAULO;6564;179
SERGIPE;6564;31
TOCANTINS;6564;7
BAHIA;6572;8
CEARA;6572;3
DISTRITO FEDERAL;6572;2
ESPIRITO SANTO;6572;4
GOIAS;6572;1
MATO GROSSO;6572;1
MINAS GERAIS;6572;3
PARA;6572;4
PARAIBA;6572;1
PARANA;6572;1
RIO DE JANEIRO;6572;6
SANTA CATARINA;6572;1
SAO PAULO;6572;16
SERGIPE;6572;2
ACRE;6580;5
ALAGOAS;6580;21
AMAZONAS;6580;32
AMAPA;6580;2
BAHIA;6580;114
CEARA;6580;50
DISTRITO FEDERAL;6580;24
ESPIRITO SANTO;6580;30
GOIAS;6580;41
MARANHAO;6580;52
MATO GROSSO;6580;49
MATO GROSSO DO SUL;6580;36
MINAS GERAIS;6580;390
PARA;6580;26
PARAIBA;6580;16
PARANA;6580;53
PERNAMBUCO;6580;31
PIAUI;6580;39
RIO DE JANEIRO;6580;79
RIO GRANDE DO NORTE;6580;17
RIO GRANDE DO SUL;6580;26
RONDONIA;6580;14
RORAIMA;6580;11
SANTA CATARINA;6580;24
SAO PAULO;6580;65
SERGIPE;6580;10
TOCANTINS;6580;11
ACRE;6599;309
ALAGOAS;6599;1107
AMAZONAS;6599;1152
AMAPA;6599;170
BAHIA;6599;4433
CEARA;6599;3246
DISTRITO FEDERAL;6599;979
ESPIRITO SANTO;6599;1207
GOIAS;6599;1284
MARANHAO;6599;721
MATO GROSSO;6599;740
MATO GROSSO DO SUL;6599;1098
MINAS GERAIS;6599;15528
PARA;6599;434
PARAIBA;6599;778
PARANA;6599;1961
PERNAMBUCO;6599;1093
PIAUI;6599;805
RIO DE JANEIRO;6599;2258
RIO GRANDE DO NORTE;6599;630
RIO GRANDE DO SUL;6599;859
RONDONIA;6599;648
RORAIMA;6599;362
SANTA CATARINA;6599;978
SAO PAULO;6599;1482
SERGIPE;6599;433
TOCANTINS;6599;99
ACRE;6602;11
ALAGOAS;6602;38
AMAZONAS;6602;45
AMAPA;6602;6
BAHIA;6602;342
CEARA;6602;236
DISTRITO FEDERAL;6602;75
ESPIRITO SANTO;6602;179
GOIAS;6602;216
MARANHAO;6602;42
MATO GROSSO;6602;111
MATO GROSSO DO SUL;6602;106
MINAS GERAIS;6602;1286
PARA;6602;22
PARAIBA;6602;84
PARANA;6602;367
PERNAMBUCO;6602;152
PIAUI;6602;64
RIO DE JANEIRO;6602;304
RIO GRANDE DO NORTE;6602;76
RIO GRANDE DO SUL;6602;149
RONDONIA;6602;69
RORAIMA;6602;33
SANTA CATARINA;6602;247
SAO PAULO;6602;364
SERGIPE;6602;38
TOCANTINS;6602;20
ACRE;6610;13
ALAGOAS;6610;50
AMAZONAS;6610;66
AMAPA;6610;2
BAHIA;6610;219
CEARA;6610;187
DISTRITO FEDERAL;6610;59
ESPIRITO SANTO;6610;83
GOIAS;6610;80
MARANHAO;6610;15
MATO GROSSO;6610;31
MATO GROSSO DO SUL;6610;81
MINAS GERAIS;6610;1000
PARA;6610;20
PARAIBA;6610;47
PARANA;6610;196
PERNAMBUCO;6610;96
PIAUI;6610;22
RIO DE JANEIRO;6610;88
RIO GRANDE DO NORTE;6610;81
RIO GRANDE DO SUL;6610;166
RONDONIA;6610;42
RORAIMA;6610;25
SANTA CATARINA;6610;132
SAO PAULO;6610;152
SERGIPE;6610;54
TOCANTINS;6610;9
ALAGOAS;6629;10
BAHIA;6629;4
CEARA;6629;8
ESPIRITO SANTO;6629;7
MINAS GERAIS;6629;7
PARA;6629;1
PARAIBA;6629;16
PARANA;6629;3
PERNAMBUCO;6629;19
RIO DE JANEIRO;6629;30
RIO GRANDE DO NORTE;6629;25
RIO GRANDE DO SUL;6629;3
SAO PAULO;6629;6
SERGIPE;6629;5
ACRE;6637;53
ALAGOAS;6637;258
AMAZONAS;6637;270
AMAPA;6637;26
BAHIA;6637;876
CEARA;6637;720
DISTRITO FEDERAL;6637;183
ESPIRITO SANTO;6637;326
GOIAS;6637;535
MARANHAO;6637;178
MATO GROSSO;6637;403
MATO GROSSO DO SUL;6637;220
MINAS GERAIS;6637;3695
PARA;6637;173
PARAIBA;6637;332
PARANA;6637;1026
PERNAMBUCO;6637;457
PIAUI;6637;199
RIO DE JANEIRO;6637;678
RIO GRANDE DO NORTE;6637;282
RIO GRANDE DO SUL;6637;447
RONDONIA;6637;255
RORAIMA;6637;93
SANTA CATARINA;6637;517
SAO PAULO;6637;860
SERGIPE;6637;231
TOCANTINS;6637;55
ACRE;6645;36
ALAGOAS;6645;204
AMAZONAS;6645;57
AMAPA;6645;11
BAHIA;6645;874
CEARA;6645;630
DISTRITO FEDERAL;6645;136
ESPIRITO SANTO;6645;379
GOIAS;6645;491
MARANHAO;6645;150
MATO GROSSO;6645;434
MATO GROSSO DO SUL;6645;203
MINAS GERAIS;6645;1464
PARA;6645;181
PARAIBA;6645;175
PARANA;6645;1282
PERNAMBUCO;6645;447
PIAUI;6645;191
RIO DE JANEIRO;6645;448
RIO GRANDE DO NORTE;6645;285
RIO GRANDE DO SUL;6645;682
RONDONIA;6645;290
RORAIMA;6645;110
SANTA CATARINA;6645;809
SAO PAULO;6645;1076
SERGIPE;6645;224
TOCANTINS;6645;90
ACRE;6653;36
ALAGOAS;6653;21
AMAZONAS;6653;82
BAHIA;6653;172
CEARA;6653;122
DISTRITO FEDERAL;6653;26
ESPIRITO SANTO;6653;56
GOIAS;6653;31
MARANHAO;6653;7
MATO GROSSO;6653;23
MATO GROSSO DO SUL;6653;34
MINAS GERAIS;6653;1216
PARA;6653;13
PARAIBA;6653;31
PARANA;6653;153
PERNAMBUCO;6653;71
PIAUI;6653;14
RIO DE JANEIRO;6653;43
RIO GRANDE DO NORTE;6653;45
RIO GRANDE DO SUL;6653;117
RONDONIA;6653;42
RORAIMA;6653;18
SANTA CATARINA;6653;91
SAO PAULO;6653;109
SERGIPE;6653;19
TOCANTINS;6653;7
ACRE;6661;6
ALAGOAS;6661;25
AMAZONAS;6661;9
AMAPA;6661;3
BAHIA;6661;158
CEARA;6661;144
DISTRITO FEDERAL;6661;17
ESPIRITO SANTO;6661;32
GOIAS;6661;37
MARANHAO;6661;38
MATO GROSSO;6661;32
MATO GROSSO DO SUL;6661;35
MINAS GERAIS;6661;181
PARA;6661;17
PARAIBA;6661;30
PARANA;6661;101
PERNAMBUCO;6661;66
PIAUI;6661;23
RIO DE JANEIRO;6661;33
RIO GRANDE DO NORTE;6661;27
RIO GRANDE DO SUL;6661;73
RONDONIA;6661;18
RORAIMA;6661;11
SANTA CATARINA;6661;57
SAO PAULO;6661;120
SERGIPE;6661;42
TOCANTINS;6661;10
ACRE;6670;29
ALAGOAS;6670;245
AMAZONAS;6670;32
AMAPA;6670;32
BAHIA;6670;946
CEARA;6670;805
DISTRITO FEDERAL;6670;118
ESPIRITO SANTO;6670;367
GOIAS;6670;314
MARANHAO;6670;149
MATO GROSSO;6670;189
MATO GROSSO DO SUL;6670;195
MINAS GERAIS;6670;1901
PARA;6670;182
PARAIBA;6670;232
PARANA;6670;508
PERNAMBUCO;6670;270
PIAUI;6670;184
RIO DE JANEIRO;6670;442
RIO GRANDE DO NORTE;6670;251
RIO GRANDE DO SUL;6670;525
RONDONIA;6670;226
RORAIMA;6670;29
SANTA CATARINA;6670;428
SAO PAULO;6670;840
SERGIPE;6670;346
TOCANTINS;6670;39
ACRE;6688;4
ALAGOAS;6688;18
AMAZONAS;6688;5
AMAPA;6688;1
BAHIA;6688;67
CEARA;6688;71
DISTRITO FEDERAL;6688;4
ESPIRITO SANTO;6688;28
GOIAS;6688;31
MARANHAO;6688;15
MATO GROSSO;6688;19
MATO GROSSO DO SUL;6688;15
MINAS GERAIS;6688;71
PARA;6688;19
PARAIBA;6688;13
PARANA;6688;80
PERNAMBUCO;6688;41
PIAUI;6688;18
RIO DE JANEIRO;6688;40
RIO GRANDE DO NORTE;6688;27
RIO GRANDE DO SUL;6688;35
RONDONIA;6688;26
RORAIMA;6688;4
SANTA CATARINA;6688;29
SAO PAULO;6688;85
SERGIPE;6688;18
TOCANTINS;6688;4
ACRE;6696;1
ALAGOAS;6696;1
AMAZONAS;6696;2
BAHIA;6696;20
CEARA;6696;5
ESPIRITO SANTO;6696;4
GOIAS;6696;7
MATO GROSSO;6696;1
MINAS GERAIS;6696;28
PARA;6696;1
PARAIBA;6696;2
PARANA;6696;10
PERNAMBUCO;6696;3
RIO DE JANEIRO;6696;4
RIO GRANDE DO NORTE;6696;3
RIO GRANDE DO SUL;6696;8
RONDONIA;6696;6
RORAIMA;6696;1
SANTA CATARINA;6696;7
SAO PAULO;6696;10
SERGIPE;6696;6
TOCANTINS;6696;1
ACRE;6700;42
ALAGOAS;6700;152
AMAZONAS;6700;47
AMAPA;6700;40
BAHIA;6700;751
CEARA;6700;151
DISTRITO FEDERAL;6700;100
ESPIRITO SANTO;6700;324
GOIAS;6700;155
MARANHAO;6700;64
MATO GROSSO;6700;213
MATO GROSSO DO SUL;6700;139
MINAS GERAIS;6700;1322
PARA;6700;150
PARAIBA;6700;149
PARANA;6700;391
PERNAMBUCO;6700;173
PIAUI;6700;94
RIO DE JANEIRO;6700;340
RIO GRANDE DO NORTE;6700;173
RIO GRANDE DO SUL;6700;337
RONDONIA;6700;289
RORAIMA;6700;16
SANTA CATARINA;6700;328
SAO PAULO;6700;504
SERGIPE;6700;184
TOCANTINS;6700;24
ACRE;6726;74
ALAGOAS;6726;269
AMAZONAS;6726;278
AMAPA;6726;59
BAHIA;6726;918
CEARA;6726;767
DISTRITO FEDERAL;6726;274
ESPIRITO SANTO;6726;660
GOIAS;6726;621
MARANHAO;6726;161
MATO GROSSO;6726;367
MATO GROSSO DO SUL;6726;276
MINAS GERAIS;6726;4488
PARA;6726;186
PARAIBA;6726;359
PARANA;6726;1233
PERNAMBUCO;6726;523
PIAUI;6726;151
RIO DE JANEIRO;6726;959
RIO GRANDE DO NORTE;6726;483
RIO GRANDE DO SUL;6726;839
RONDONIA;6726;621
RORAIMA;6726;118
SANTA CATARINA;6726;648
SAO PAULO;6726;821
SERGIPE;6726;265
TOCANTINS;6726;96
ALAGOAS;6742;4
AMAZONAS;6742;1
BAHIA;6742;6
CEARA;6742;3
GOIAS;6742;1
MATO GROSSO;6742;1
MATO GROSSO DO SUL;6742;1
MINAS GERAIS;6742;6
PARA;6742;2
PARAIBA;6742;17
PARANA;6742;5
PERNAMBUCO;6742;3
RIO DE JANEIRO;6742;3
RIO GRANDE DO NORTE;6742;1
RIO GRANDE DO SUL;6742;1
RONDONIA;6742;2
RORAIMA;6742;3
SANTA CATARINA;6742;2
SAO PAULO;6742;1
SERGIPE;6742;1
ACRE;6750;2
ALAGOAS;6750;5
AMAZONAS;6750;1
BAHIA;6750;38
CEARA;6750;17
ESPIRITO SANTO;6750;22
GOIAS;6750;5
MARANHAO;6750;5
MATO GROSSO;6750;3
MATO GROSSO DO SUL;6750;12
MINAS GERAIS;6750;35
PARA;6750;10
PARAIBA;6750;13
PARANA;6750;54
PERNAMBUCO;6750;31
PIAUI;6750;6
RIO DE JANEIRO;6750;24
